,Country,Population,variable,2000,2010,2016
28166,Turkey,63240,Cirrhosis due to hepatitis B,4.598156,3.658394,3.261452
28167,Turkmenistan,4516,Cirrhosis due to hepatitis B,14.01276,17.14644,19.27121
28168,Uganda,24039,Cirrhosis due to hepatitis B,7.45638,6.896804,6.52601
28169,Ukraine,48840,Cirrhosis due to hepatitis B,6.538029,9.259356,7.141123
28170,United Arab Emirates,3155,Cirrhosis due to hepatitis B,4.698359,4.425603,4.028366
28171,United Kingdom,58951,Cirrhosis due to hepatitis B,0.9229234,1.090421,0.9796533
28172,United Republic of Tanzania,34178,Cirrhosis due to hepatitis B,6.849504,5.28234,4.658278
28173,United States of America,281983,Cirrhosis due to hepatitis B,1.432622,1.41879,1.698651
28174,Uruguay,3321,Cirrhosis due to hepatitis B,1.826664,0.9884904,1.232756
28175,Uzbekistan,24849,Cirrhosis due to hepatitis B,11.73489,11.6284,10.75586
28176,Vanuatu,185,Cirrhosis due to hepatitis B,6.348291,5.212942,4.82499
28177,Venezuela (Bolivarian Republic of),24488,Cirrhosis due to hepatitis B,3.241379,2.486103,2.371829
28178,Viet Nam,80286,Cirrhosis due to hepatitis B,7.53052,8.193873,8.044968
28179,Yemen,17875,Cirrhosis due to hepatitis B,9.64092,9.69856,8.490444
28180,Zambia,10531,Cirrhosis due to hepatitis B,8.615778,6.752483,6.326459
28181,Zimbabwe,12222,Cirrhosis due to hepatitis B,8.51916,5.199749,4.012148
28182,Afghanistan,20094,Cirrhosis due to hepatitis C,4.624719,4.328121,4.15498
28183,Albania,3122,Cirrhosis due to hepatitis C,2.141943,1.943874,1.822828
28184,Algeria,31184,Cirrhosis due to hepatitis C,7.659879,5.909203,5.596677
28185,Angola,16441,Cirrhosis due to hepatitis C,18.14111,14.53807,12.63975
28186,Antigua and Barbuda,84,Cirrhosis due to hepatitis C,1.590698,1.02387,0.8655041
28187,Argentina,37057,Cirrhosis due to hepatitis C,1.760206,1.672593,2.059723
28188,Armenia,3070,Cirrhosis due to hepatitis C,2.591142,4.886471,4.448483
28189,Australia,19066,Cirrhosis due to hepatitis C,0.4040372,0.3874147,0.4983647
28190,Austria,8069,Cirrhosis due to hepatitis C,3.167518,2.727648,2.233497
28191,Azerbaijan,8123,Cirrhosis due to hepatitis C,8.825571,8.220962,7.404252
28192,Bahamas,298,Cirrhosis due to hepatitis C,2.096853,1.728069,1.47589
28193,Bahrain,665,Cirrhosis due to hepatitis C,3.98061,3.291017,2.521155
28194,Bangladesh,131581,Cirrhosis due to hepatitis C,3.647287,3.268022,3.607123
28195,Barbados,270,Cirrhosis due to hepatitis C,1.300081,1.167118,1.034267
28196,Belarus,9934,Cirrhosis due to hepatitis C,2.239563,4.141662,2.852312
28197,Belgium,10282,Cirrhosis due to hepatitis C,1.406964,1.193316,1.29198
28198,Belize,247,Cirrhosis due to hepatitis C,4.081124,3.973295,3.896891
28199,Benin,6866,Cirrhosis due to hepatitis C,7.336318,7.103554,5.980214
28200,Bhutan,573,Cirrhosis due to hepatitis C,6.16944,5.123469,4.735538
28201,Bolivia (Plurinational State of),8340,Cirrhosis due to hepatitis C,1.931241,1.593889,1.500057
28202,Bosnia and Herzegovina,3767,Cirrhosis due to hepatitis C,2.487805,1.818355,1.620509
28203,Botswana,1728,Cirrhosis due to hepatitis C,2.261827,2.296398,2.168795
28204,Brazil,175288,Cirrhosis due to hepatitis C,2.859657,2.609976,2.294183
28205,Brunei Darussalam,333,Cirrhosis due to hepatitis C,1.152931,0.9276544,1.032619
28206,Bulgaria,7998,Cirrhosis due to hepatitis C,2.401438,2.320298,2.72192
28207,Burkina Faso,11608,Cirrhosis due to hepatitis C,9.012459,6.507452,6.337849
28208,Burundi,6401,Cirrhosis due to hepatitis C,8.741191,8.829851,8.135365
28209,Cambodia,12152,Cirrhosis due to hepatitis C,7.33175,6.871742,6.776117
28210,Cameroon,15274,Cirrhosis due to hepatitis C,12.67202,10.7298,9.883463
28211,Canada,30736,Cirrhosis due to hepatitis C,1.364764,1.410941,1.383454
28212,Cape Verde,435,Cirrhosis due to hepatitis C,4.046453,4.023379,3.890996
28213,Central African Republic,3755,Cirrhosis due to hepatitis C,12.34331,12.37084,10.55832
28214,Chad,8343,Cirrhosis due to hepatitis C,6.95694,7.010033,7.003199
28215,Chile,15263,Cirrhosis due to hepatitis C,5.181393,4.167902,3.198314
28216,China,1290291,Cirrhosis due to hepatitis C,0.2470285,0.1938405,0.1941131
28217,Colombia,40404,Cirrhosis due to hepatitis C,1.814545,1.587632,1.421782
28218,Comoros,542,Cirrhosis due to hepatitis C,8.154339,8.558327,8.564127
28219,Congo,3226,Cirrhosis due to hepatitis C,17.9858,14.58024,12.9307
28220,Costa Rica,3925,Cirrhosis due to hepatitis C,2.213309,1.97804,1.70888
28221,Côte d'Ivoire,16687,Cirrhosis due to hepatitis C,9.724241,11.02265,9.61397
28222,Croatia,4428,Cirrhosis due to hepatitis C,2.591028,2.270556,1.706963
28223,Cuba,11151,Cirrhosis due to hepatitis C,1.205618,1.214685,1.296186
28224,Cyprus,943,Cirrhosis due to hepatitis C,1.136172,1.049432,0.8526883
28225,Czechia,10290,Cirrhosis due to hepatitis C,1.912919,1.983072,1.804806
28226,Democratic People's Republic of Korea,22929,Cirrhosis due to hepatitis C,1.137927,1.36201,1.261906
28227,Democratic Republic of the Congo,47076,Cirrhosis due to hepatitis C,12.77933,10.96622,10.43558
28228,Denmark,5341,Cirrhosis due to hepatitis C,3.531966,3.586042,2.534758
28229,Djibouti,718,Cirrhosis due to hepatitis C,9.16436,8.726297,9.612895
28230,Dominican Republic,8563,Cirrhosis due to hepatitis C,4.672516,3.009463,2.901496
28231,Ecuador,12629,Cirrhosis due to hepatitis C,0.7988037,0.7785882,0.8345306
28232,Egypt,69906,Cirrhosis due to hepatitis C,74.5545,77.38566,78.46363
28233,El Salvador,5868,Cirrhosis due to hepatitis C,7.871308,6.01477,5.741869
28234,Equatorial Guinea,614,Cirrhosis due to hepatitis C,13.83042,15.00065,14.66237
28235,Eritrea,3393,Cirrhosis due to hepatitis C,13.49662,12.65271,11.14383
28236,Estonia,1399,Cirrhosis due to hepatitis C,4.229304,4.151838,4.092193
28237,Ethiopia,66537,Cirrhosis due to hepatitis C,11.45702,10.47301,10.36251
28238,Fiji,811,Cirrhosis due to hepatitis C,0.054963,0.0561806,0.0486015
28239,Finland,5188,Cirrhosis due to hepatitis C,2.998804,4.808466,4.515234
28240,France,59608,Cirrhosis due to hepatitis C,2.356712,1.851631,1.57666
28241,Gabon,1231,Cirrhosis due to hepatitis C,14.26926,14.20131,14.63261
28242,Gambia,1232,Cirrhosis due to hepatitis C,6.597015,6.052987,6.010513
28243,Georgia,4722,Cirrhosis due to hepatitis C,4.061614,4.283968,4.828493
28244,Germany,81488,Cirrhosis due to hepatitis C,3.486355,2.726422,2.474929
28245,Ghana,18939,Cirrhosis due to hepatitis C,6.429228,7.008694,6.576304
28246,Greece,11142,Cirrhosis due to hepatitis C,0.5875988,0.5309864,0.553396
28247,Grenada,102,Cirrhosis due to hepatitis C,1.664636,0.7099151,1.366161
28248,Guatemala,11651,Cirrhosis due to hepatitis C,5.941645,5.929175,5.528663
28249,Guinea,8809,Cirrhosis due to hepatitis C,8.550352,8.643151,7.58303
28250,Guinea-Bissau,1243,Cirrhosis due to hepatitis C,7.291841,6.55203,6.154933
28251,Guyana,753,Cirrhosis due to hepatitis C,3.401655,3.304441,3.466157
28252,Haiti,8549,Cirrhosis due to hepatitis C,2.591724,2.130329,2.555168
28253,Honduras,6524,Cirrhosis due to hepatitis C,4.731971,4.303191,4.337566
28254,Hungary,10221,Cirrhosis due to hepatitis C,9.301652,6.240133,4.403274
28255,Iceland,280,Cirrhosis due to hepatitis C,0.4604737,0.2840145,0.6298342
28256,India,1053051,Cirrhosis due to hepatitis C,3.528872,3.327626,3.243423
28257,Indonesia,211540,Cirrhosis due to hepatitis C,5.76664,5.624883,5.182371
28258,Iran (Islamic Republic of),66132,Cirrhosis due to hepatitis C,1.760384,1.80522,1.617613
28259,Iraq,23565,Cirrhosis due to hepatitis C,1.495655,1.277359,1.252946
28260,Ireland,3849,Cirrhosis due to hepatitis C,1.562579,1.634685,1.479798
28261,Israel,6014,Cirrhosis due to hepatitis C,1.29283,0.777746,0.7711421
28262,Italy,57294,Cirrhosis due to hepatitis C,5.539211,4.065831,3.128637
28263,Jamaica,2657,Cirrhosis due to hepatitis C,1.179108,0.8347024,0.8033314
28264,Japan,127534,Cirrhosis due to hepatitis C,2.526176,2.165592,1.802685
28265,Jordan,5103,Cirrhosis due to hepatitis C,3.558394,3.16754,3.15444
28266,Kazakhstan,15057,Cirrhosis due to hepatitis C,4.914621,8.437571,8.564402
28267,Kenya,31450,Cirrhosis due to hepatitis C,3.31555,2.600781,2.417303
28268,Kiribati,84,Cirrhosis due to hepatitis C,0.8389503,0.8290524,0.8305132
28269,Kuwait,2051,Cirrhosis due to hepatitis C,1.777145,1.554925,1.524334
28270,Kyrgyzstan,4921,Cirrhosis due to hepatitis C,7.890157,9.252995,8.243069
28271,Lao People's Democratic Republic,5329,Cirrhosis due to hepatitis C,2.356379,2.382282,2.422748
28272,Latvia,2384,Cirrhosis due to hepatitis C,3.221401,4.529522,4.208276
28273,Lebanon,3235,Cirrhosis due to hepatitis C,4.706314,4.317329,4.283179
28274,Lesotho,1869,Cirrhosis due to hepatitis C,2.266816,2.223549,2.252945
28275,Liberia,2885,Cirrhosis due to hepatitis C,8.106247,8.08406,6.445067
28276,Libya,5356,Cirrhosis due to hepatitis C,11.21401,10.11128,9.504277
28277,Lithuania,3502,Cirrhosis due to hepatitis C,3.896896,7.076728,5.49687
28278,Luxembourg,436,Cirrhosis due to hepatitis C,2.857364,1.584811,1.627053
28279,Madagascar,15767,Cirrhosis due to hepatitis C,8.154393,6.817014,5.485335
28280,Malawi,11376,Cirrhosis due to hepatitis C,10.82708,7.416823,5.980952
28281,Malaysia,23186,Cirrhosis due to hepatitis C,1.151836,1.007061,0.9405772
28282,Maldives,280,Cirrhosis due to hepatitis C,2.622383,1.746121,1.426121
28283,Mali,10968,Cirrhosis due to hepatitis C,12.07556,8.850441,8.354704
28284,Malta,397,Cirrhosis due to hepatitis C,0.9001406,0.970571,0.7664214
28285,Mauritania,2709,Cirrhosis due to hepatitis C,6.204635,6.455466,6.507524
28286,Mauritius,1185,Cirrhosis due to hepatitis C,2.843209,2.941614,1.865844
28287,Mexico,101720,Cirrhosis due to hepatitis C,10.16485,7.950232,6.927394
28288,Micronesia (Federated States of),107,Cirrhosis due to hepatitis C,0.7688309,0.7031532,0.6935697
28289,Mongolia,2397,Cirrhosis due to hepatitis C,11.64314,11.55702,10.4847
28290,Montenegro,614,Cirrhosis due to hepatitis C,1.070946,0.9450401,0.8592538
28291,Morocco,28850,Cirrhosis due to hepatitis C,7.294659,4.795538,4.401453
28292,Mozambique,18068,Cirrhosis due to hepatitis C,6.687734,4.901212,3.661079
28293,Myanmar,46095,Cirrhosis due to hepatitis C,5.862077,7.028364,7.310701
28294,Namibia,1899,Cirrhosis due to hepatitis C,2.38093,2.320519,2.206907
28295,Nepal,23741,Cirrhosis due to hepatitis C,2.927288,2.562015,2.489764
28296,Netherlands,15926,Cirrhosis due to hepatitis C,0.8450681,0.6982424,0.7111211
28297,New Zealand,3859,Cirrhosis due to hepatitis C,0.248193,0.2198604,0.2410853
28298,Nicaragua,5027,Cirrhosis due to hepatitis C,9.247187,7.920792,7.324758
28299,Niger,11353,Cirrhosis due to hepatitis C,6.033324,5.624162,5.045723
28300,Nigeria,122352,Cirrhosis due to hepatitis C,12.79437,12.10409,10.93481
28301,Norway,4499,Cirrhosis due to hepatitis C,1.460326,1.133876,1.00069
28302,Oman,2268,Cirrhosis due to hepatitis C,2.549984,2.357196,2.170763
28303,Pakistan,138523,Cirrhosis due to hepatitis C,7.763378,8.426582,8.360349
28304,Panama,3030,Cirrhosis due to hepatitis C,2.221597,2.128803,1.892489
28305,Papua New Guinea,5572,Cirrhosis due to hepatitis C,1.271872,1.084972,1.207704
28306,Paraguay,5303,Cirrhosis due to hepatitis C,3.326679,2.904866,2.781818
28307,Peru,25915,Cirrhosis due to hepatitis C,1.633933,1.595659,1.540069
28308,Philippines,77992,Cirrhosis due to hepatitis C,1.497604,1.53256,1.135999
28309,Poland,38551,Cirrhosis due to hepatitis C,2.212553,2.276163,2.022458
28310,Portugal,10355,Cirrhosis due to hepatitis C,2.658671,1.838716,1.537222
28311,Qatar,592,Cirrhosis due to hepatitis C,3.482749,3.602035,3.467874
28312,Republic of Korea,47386,Cirrhosis due to hepatitis C,1.361041,0.6782306,0.5617718
28313,Republic of Moldova,4201,Cirrhosis due to hepatitis C,14.79481,16.10627,12.16086
28314,Romania,22128,Cirrhosis due to hepatitis C,6.123274,6.918648,5.192252
28315,Russian Federation,146397,Cirrhosis due to hepatitis C,0.9751229,1.340638,1.037694
28316,Rwanda,8026,Cirrhosis due to hepatitis C,19.5983,11.47291,10.60807
28317,Saint Lucia,157,Cirrhosis due to hepatitis C,1.567697,1.209494,1.276745
28318,Saint Vincent and the Grenadines,108,Cirrhosis due to hepatitis C,0.5997558,1.589428,0.7240623
28319,Samoa,175,Cirrhosis due to hepatitis C,1.362834,0.9698629,0.8157286
28320,Sao Tome and Principe,139,Cirrhosis due to hepatitis C,9.456784,9.324918,9.713647
28321,Saudi Arabia,20764,Cirrhosis due to hepatitis C,3.513911,3.583382,3.472547
28322,Senegal,9884,Cirrhosis due to hepatitis C,3.973574,3.775648,3.207518
28323,Serbia,9488,Cirrhosis due to hepatitis C,2.300137,1.866645,1.494203
28324,Seychelles,81,Cirrhosis due to hepatitis C,4.38979,4.667626,4.577065
28325,Sierra Leone,4564,Cirrhosis due to hepatitis C,20.77016,11.4336,10.29135
28326,Singapore,3914,Cirrhosis due to hepatitis C,0.3519873,0.2907197,0.2807132
28327,Slovakia,5399,Cirrhosis due to hepatitis C,4.12818,3.810152,3.911221
28328,Slovenia,1988,Cirrhosis due to hepatitis C,5.235028,4.097637,3.085265
28329,Solomon Islands,413,Cirrhosis due to hepatitis C,0.9236296,0.7200004,0.6726591
28330,Somalia,9011,Cirrhosis due to hepatitis C,7.28127,6.9012270000000004,7.414128
28331,South Africa,45728,Cirrhosis due to hepatitis C,3.231828,2.790197,2.621545
28332,South Sudan,6701,Cirrhosis due to hepatitis C,11.92201,10.09991,9.5355
28333,Spain,40904,Cirrhosis due to hepatitis C,2.444243,1.960578,1.637377
28334,Sri Lanka,18782,Cirrhosis due to hepatitis C,4.018489,2.809999,3.040157
28335,Sudan,27251,Cirrhosis due to hepatitis C,14.19956,12.57674,10.46502
28336,Suriname,472,Cirrhosis due to hepatitis C,3.356967,2.771878,2.664966
28337,Swaziland,1061,Cirrhosis due to hepatitis C,3.063736,2.512943,2.674579
28338,Sweden,8882,Cirrhosis due to hepatitis C,0.7574243,0.8458106,0.8851841
28339,Switzerland,7167,Cirrhosis due to hepatitis C,1.391269,1.252477,1.111314
28340,Syrian Arab Republic,16411,Cirrhosis due to hepatitis C,2.139382,2.823979,2.721986
28341,Tajikistan,6216,Cirrhosis due to hepatitis C,5.008734,5.473198,5.438769
28342,Thailand,62958,Cirrhosis due to hepatitis C,2.025795,1.732536,1.609575
28343,The former Yugoslav Republic of Macedonia,2035,Cirrhosis due to hepatitis C,1.618917,1.618489,1.384495
28344,Timor-Leste,872,Cirrhosis due to hepatitis C,2.561242,2.174212,1.927947
28345,Togo,4970,Cirrhosis due to hepatitis C,9.205958,8.125369,6.762517
28346,Tonga,98,Cirrhosis due to hepatitis C,0.6638575,0.6162589,0.5870714
28347,Trinidad and Tobago,1268,Cirrhosis due to hepatitis C,0.8721248,1.034591,0.9701845
28348,Tunisia,9699,Cirrhosis due to hepatitis C,7.957143,7.525747,6.942622
28349,Turkey,63240,Cirrhosis due to hepatitis C,3.35622,2.431419,2.201158
28350,Turkmenistan,4516,Cirrhosis due to hepatitis C,7.330515,8.56513,9.620255
28351,Uganda,24039,Cirrhosis due to hepatitis C,8.706575,8.242015,8.06092
28352,Ukraine,48840,Cirrhosis due to hepatitis C,3.66757,4.891747,3.854465
28353,United Arab Emirates,3155,Cirrhosis due to hepatitis C,2.521792,2.445647,2.281476
28354,United Kingdom,58951,Cirrhosis due to hepatitis C,2.499119,2.9385,2.707945
28355,United Republic of Tanzania,34178,Cirrhosis due to hepatitis C,9.212295,7.490177,6.828482
28356,United States of America,281983,Cirrhosis due to hepatitis C,2.026878,2.143527,2.464319
28357,Uruguay,3321,Cirrhosis due to hepatitis C,1.623844,0.9561767,1.196926
28358,Uzbekistan,24849,Cirrhosis due to hepatitis C,5.816333,5.74847,5.158568
28359,Vanuatu,185,Cirrhosis due to hepatitis C,0.7502582,0.6466987,0.6086334
28360,Venezuela (Bolivarian Republic of),24488,Cirrhosis due to hepatitis C,3.07853,2.438357,2.329407
28361,Viet Nam,80286,Cirrhosis due to hepatitis C,2.063012,2.247287,2.177594
28362,Yemen,17875,Cirrhosis due to hepatitis C,4.321005,4.414461,4.028493
28363,Zambia,10531,Cirrhosis due to hepatitis C,11.32425,9.362317000000001,9.063477
28364,Zimbabwe,12222,Cirrhosis due to hepatitis C,3.321161,2.050682,1.687194
28365,Afghanistan,20094,Cirrhosis due to alcohol use,1.328147,1.372239,1.349189
28366,Albania,3122,Cirrhosis due to alcohol use,3.231213,3.092596,2.890429
28367,Algeria,31184,Cirrhosis due to alcohol use,1.224757,0.9442068,0.8858501
28368,Angola,16441,Cirrhosis due to alcohol use,10.29625,9.177642,8.213287
28369,Antigua and Barbuda,84,Cirrhosis due to alcohol use,3.917189,2.705669,2.27774
28370,Argentina,37057,Cirrhosis due to alcohol use,2.66287,2.397025,2.898069
28371,Armenia,3070,Cirrhosis due to alcohol use,3.437006,6.384011,5.922452
28372,Australia,19066,Cirrhosis due to alcohol use,1.091522,1.08007,1.387857
28373,Austria,8069,Cirrhosis due to alcohol use,7.940874,6.531405,5.177086
28374,Azerbaijan,8123,Cirrhosis due to alcohol use,10.9894,10.25383,9.114996
28375,Bahamas,298,Cirrhosis due to alcohol use,6.876233,5.034214,4.239307
28376,Bahrain,665,Cirrhosis due to alcohol use,1.389237,1.023955,0.7876123
28377,Bangladesh,131581,Cirrhosis due to alcohol use,4.979301,4.671072,5.060266
28378,Barbados,270,Cirrhosis due to alcohol use,2.895726,2.39213,2.203101
28379,Belarus,9934,Cirrhosis due to alcohol use,5.178933,10.09288,6.8724
28380,Belgium,10282,Cirrhosis due to alcohol use,4.937263,4.409576,4.523469
28381,Belize,247,Cirrhosis due to alcohol use,11.76447,11.75717,11.4055
28382,Benin,6866,Cirrhosis due to alcohol use,10.15186,10.19092,8.436138
28383,Bhutan,573,Cirrhosis due to alcohol use,9.133661,6.019741,5.538512
28384,Bolivia (Plurinational State of),8340,Cirrhosis due to alcohol use,16.22736,12.99636,12.02705
28385,Bosnia and Herzegovina,3767,Cirrhosis due to alcohol use,7.276474,5.171744,4.591648
28386,Botswana,1728,Cirrhosis due to alcohol use,4.679621,4.720566,4.361554
28387,Brazil,175288,Cirrhosis due to alcohol use,5.405974,4.625338,3.98661
28388,Brunei Darussalam,333,Cirrhosis due to alcohol use,1.502476,1.234267,1.332937
28389,Bulgaria,7998,Cirrhosis due to alcohol use,4.656615,4.555568,5.355021
28390,Burkina Faso,11608,Cirrhosis due to alcohol use,11.21865,7.647163,7.320108
28391,Burundi,6401,Cirrhosis due to alcohol use,11.68555,11.61859,10.72593
28392,Cambodia,12152,Cirrhosis due to alcohol use,14.08989,14.32876,13.76545
28393,Cameroon,15274,Cirrhosis due to alcohol use,16.51007,14.78101,13.73174
28394,Canada,30736,Cirrhosis due to alcohol use,2.409349,2.555356,2.516876
28395,Cape Verde,435,Cirrhosis due to alcohol use,6.735943,6.385454,5.968235
28396,Central African Republic,3755,Cirrhosis due to alcohol use,7.493209,7.487494,6.393264
28397,Chad,8343,Cirrhosis due to alcohol use,10.98596,12.74687,12.78703
28398,Chile,15263,Cirrhosis due to alcohol use,7.344997,6.2193,4.741323
28399,China,1290291,Cirrhosis due to alcohol use,1.676174,1.266313,1.250399
28400,Colombia,40404,Cirrhosis due to alcohol use,3.211952,2.997503,2.811933
28401,Comoros,542,Cirrhosis due to alcohol use,6.518929,6.843977,6.861541
28402,Congo,3226,Cirrhosis due to alcohol use,10.30241,8.335683,7.490533
28403,Costa Rica,3925,Cirrhosis due to alcohol use,3.26651,2.976524,2.679792
28404,Côte d'Ivoire,16687,Cirrhosis due to alcohol use,13.42348,16.24752,14.10856
28405,Croatia,4428,Cirrhosis due to alcohol use,8.924787,7.140463,5.214107
28406,Cuba,11151,Cirrhosis due to alcohol use,3.054827,3.135827,3.494728
28407,Cyprus,943,Cirrhosis due to alcohol use,2.884793,2.61282,2.151797
28408,Czechia,10290,Cirrhosis due to alcohol use,3.841745,3.826381,3.321828
28409,Democratic People's Republic of Korea,22929,Cirrhosis due to alcohol use,1.520097,1.696316,1.556428
28410,Democratic Republic of the Congo,47076,Cirrhosis due to alcohol use,6.676295,5.816685,5.707708
28411,Denmark,5341,Cirrhosis due to alcohol use,6.050775,5.84135,4.005848
28412,Djibouti,718,Cirrhosis due to alcohol use,6.848921,6.376021,7.148942
28413,Dominican Republic,8563,Cirrhosis due to alcohol use,12.42707,7.810226,7.782301
28414,Ecuador,12629,Cirrhosis due to alcohol use,9.526343,8.576092,8.477174
28415,Egypt,69906,Cirrhosis due to alcohol use,8.317944,8.431417,8.727792
